Area Code (M49);Area;Element;Item;Year;Value
704;Viet Nam;Food;Eggs;2022;370
887;Yemen;Production;Poultry Meat;2022;202
887;Yemen;Import quantity;Poultry Meat;2022;103
887;Yemen;Stock Variation;Poultry Meat;2022;0
887;Yemen;Domestic supply quantity;Poultry Meat;2022;305
887;Yemen;Residuals;Poultry Meat;2022;0
887;Yemen;Food;Poultry Meat;2022;305
887;Yemen;Production;Eggs;2022;74
887;Yemen;Import quantity;Eggs;2022;1
887;Yemen;Stock Variation;Eggs;2022;0
887;Yemen;Domestic supply quantity;Eggs;2022;75
887;Yemen;Losses;Eggs;2022;7
887;Yemen;Residuals;Eggs;2022;0
887;Yemen;Food;Eggs;2022;57
894;Zambia;Production;Poultry Meat;2022;51
894;Zambia;Import quantity;Poultry Meat;2022;57
894;Zambia;Stock Variation;Poultry Meat;2022;0
894;Zambia;Export quantity;Poultry Meat;2022;9
894;Zambia;Domestic supply quantity;Poultry Meat;2022;99
894;Zambia;Residuals;Poultry Meat;2022;0
894;Zambia;Food;Poultry Meat;2022;99
894;Zambia;Production;Eggs;2022;66
894;Zambia;Import quantity;Eggs;2022;0
894;Zambia;Stock Variation;Eggs;2022;0
894;Zambia;Export quantity;Eggs;2022;2
894;Zambia;Domestic supply quantity;Eggs;2022;65
894;Zambia;Losses;Eggs;2022;6
894;Zambia;Residuals;Eggs;2022;0
894;Zambia;Food;Eggs;2022;56
716;Zimbabwe;Production;Poultry Meat;2022;112
716;Zimbabwe;Import quantity;Poultry Meat;2022;5
716;Zimbabwe;Stock Variation;Poultry Meat;2022;0
716;Zimbabwe;Domestic supply quantity;Poultry Meat;2022;117
716;Zimbabwe;Residuals;Poultry Meat;2022;0
716;Zimbabwe;Food;Poultry Meat;2022;117
716;Zimbabwe;Production;Eggs;2022;22
716;Zimbabwe;Import quantity;Eggs;2022;1
716;Zimbabwe;Stock Variation;Eggs;2022;0
716;Zimbabwe;Export quantity;Eggs;2022;0
716;Zimbabwe;Domestic supply quantity;Eggs;2022;23
716;Zimbabwe;Losses;Eggs;2022;2
716;Zimbabwe;Residuals;Eggs;2022;0
716;Zimbabwe;Food;Eggs;2022;18
